Date,Daily Sunspot Number,Standard Deviation,Number of Observations,Indicator
21/6/2002,83,8.6,22,1
20/6/2002,108,8.6,15,1
19/6/2002,115,5.3,23,1
18/6/2002,127,8.7,22,1
17/6/2002,88,6.7,19,1
16/6/2002,117,9,19,1
15/6/2002,102,7.6,20,1
14/6/2002,107,8,20,1
13/6/2002,80,9.3,14,1
12/6/2002,109,6.3,17,1
11/6/2002,99,5.1,20,1
10/6/2002,128,7.3,16,1
9/6/2002,165,9.2,18,1
8/6/2002,185,9.1,18,1
7/6/2002,197,8.5,15,1
6/6/2002,197,12.7,17,1
5/6/2002,184,8.9,19,1
4/6/2002,219,9.1,19,1
3/6/2002,194,10.6,21,1
2/6/2002,188,9.8,23,1
1/6/2002,181,6.6,24,1
31/5/2002,186,7.4,20,1
30/5/2002,160,6.6,24,1
29/5/2002,177,8.2,21,1
28/5/2002,185,7.8,22,1
27/5/2002,191,10.3,26,1
26/5/2002,188,7.4,20,1
25/5/2002,197,10.6,21,1
24/5/2002,199,11.5,16,1
23/5/2002,211,8.9,21,1
22/5/2002,213,12.4,15,1
21/5/2002,188,9,21,1
20/5/2002,166,8.7,23,1
19/5/2002,144,9.4,21,1
18/5/2002,144,6.1,18,1
17/5/2002,134,7.5,21,1
16/5/2002,130,7.1,20,1
15/5/2002,115,5.6,23,1
14/5/2002,118,8.6,23,1
13/5/2002,161,9.3,19,1
12/5/2002,202,9.6,21,1
11/5/2002,214,14.3,13,1
10/5/2002,207,10.6,14,1
9/5/2002,196,10.1,12,1
8/5/2002,220,14.6,17,1
7/5/2002,244,8.7,18,1
6/5/2002,231,14.6,19,1
5/5/2002,267,15.7,14,1
4/5/2002,258,8.9,12,1
3/5/2002,231,12.7,21,1
2/5/2002,177,8.3,19,1
1/5/2002,158,8.7,20,1
30/4/2002,132,9.1,14,1
29/4/2002,135,10.1,23,1
28/4/2002,110,6.5,22,1
27/4/2002,136,8.3,18,1
26/4/2002,156,10.9,14,1
25/4/2002,228,11.4,18,1
24/4/2002,232,12.9,20,1
23/4/2002,177,7,24,1
22/4/2002,144,7.1,23,1
21/4/2002,147,7.5,19,1
20/4/2002,158,6.2,20,1
19/4/2002,161,9.4,21,1
18/4/2002,164,7.5,19,1
17/4/2002,146,8.4,15,1
16/4/2002,175,7.3,14,1
15/4/2002,214,7.9,16,1
14/4/2002,232,10.8,20,1
13/4/2002,223,8.1,15,1
12/4/2002,251,7.3,13,1
11/4/2002,235,11,19,1
10/4/2002,220,8,20,1
9/4/2002,229,10.3,20,1
8/4/2002,208,10.1,24,1
7/4/2002,214,10.1,19,1
6/4/2002,211,13,23,1
5/4/2002,197,9.1,25,1
4/4/2002,197,10,24,1
3/4/2002,195,13.7,27,1
2/4/2002,201,13.3,26,1
1/4/2002,180,11,28,1
31/3/2002,187,8.3,22,1
30/3/2002,166,5.8,18,1
29/3/2002,170,5.5,20,1
28/3/2002,160,7.6,25,1
27/3/2002,172,6.5,19,1
26/3/2002,151,8.3,18,1
25/3/2002,163,9.2,20,1
24/3/2002,166,7.3,20,1
23/3/2002,158,8.1,20,1
22/3/2002,139,10,14,1
21/3/2002,142,8.5,13,1
20/3/2002,127,7.8,16,1
19/3/2002,114,4.5,16,1
18/3/2002,138,8.4,20,1
17/3/2002,132,8.8,18,1
16/3/2002,141,5.6,22,1
15/3/2002,150,8.8,15,1
14/3/2002,130,9.2,16,1
13/3/2002,138,9,17,1
12/3/2002,135,8.4,16,1
11/3/2002,154,9.8,23,1
10/3/2002,117,8.7,22,1
9/3/2002,111,7.6,20,1
8/3/2002,118,9.8,22,1
7/3/2002,139,6.3,20,1
6/3/2002,167,13.5,16,1
5/3/2002,158,14,17,1
4/3/2002,170,10.7,16,1
3/3/2002,167,12.7,22,1
2/3/2002,117,12.4,19,1
1/3/2002,163,12.9,18,1
28/2/2002,154,11.2,12,1
27/2/2002,170,12.1,21,1
26/2/2002,195,10,17,1
25/2/2002,192,10.8,16,1
24/2/2002,157,10.6,17,1
23/2/2002,149,7.5,19,1
22/2/2002,133,11.7,18,1
21/2/2002,128,17.1,21,1
20/2/2002,151,16.4,15,1
19/2/2002,124,8.6,16,1
18/2/2002,127,10.8,14,1
17/2/2002,144,10.4,18,1
16/2/2002,125,9.4,22,1
15/2/2002,163,12.6,22,1
14/2/2002,146,12.6,24,1
13/2/2002,165,6.5,14,1
12/2/2002,174,9.2,16,1
11/2/2002,173,7.5,13,1
10/2/2002,166,9.2,17,1
9/2/2002,174,9.6,15,1
8/2/2002,165,10.4,15,1
7/2/2002,165,9.6,15,1
6/2/2002,198,11.7,19,1
5/2/2002,239,7.4,11,1
4/2/2002,243,14.1,18,1
3/2/2002,252,12.5,16,1
2/2/2002,214,10.8,21,1
1/2/2002,179,15.1,13,1
31/1/2002,181,11.9,20,1
30/1/2002,193,13,19,1
29/1/2002,188,12.4,21,1
28/1/2002,196,12.3,22,1
27/1/2002,191,16.6,12,1
26/1/2002,172,12.3,12,1
25/1/2002,157,16.1,18,1
24/1/2002,186,11.1,12,1
23/1/2002,227,22,15,1
22/1/2002,194,11.6,15,1
21/1/2002,191,11.7,8,1
20/1/2002,176,8.5,14,1
19/1/2002,160,8.4,13,1
18/1/2002,139,9.7,17,1
17/1/2002,120,5.2,10,1
16/1/2002,141,4.6,15,1
15/1/2002,168,10.7,12,1
14/1/2002,197,8,11,1
13/1/2002,201,9.5,15,1
12/1/2002,209,8.7,13,1
11/1/2002,209,7.2,16,1
10/1/2002,186,7.1,18,1
9/1/2002,196,8.4,22,1
8/1/2002,162,9.3,16,1
7/1/2002,146,11.7,11,1
6/1/2002,159,11.1,15,1
5/1/2002,191,9.3,22,1
4/1/2002,230,14.4,26,1
3/1/2002,220,13.7,23,1
2/1/2002,218,11.2,21,1
1/1/2002,220,13.4,16,1
31/12/2001,218,9.7,19,1
30/12/2001,216,11.2,18,1
29/12/2001,221,12.8,14,1
28/12/2001,252,14.5,18,1
27/12/2001,265,11.3,13,1
26/12/2001,270,13.4,17,1
25/12/2001,231,14.9,7,1
24/12/2001,253,18.1,17,1
23/12/2001,215,7.5,18,1
22/12/2001,218,10.7,15,1
21/12/2001,194,18.3,10,1
20/12/2001,163,10.8,19,1
19/12/2001,160,12.4,15,1
18/12/2001,186,12.2,11,1
17/12/2001,192,11.3,10,1
16/12/2001,194,11.2,22,1
15/12/2001,174,16,15,1
14/12/2001,163,7.8,20,1
13/12/2001,192,14.5,13,1
12/12/2001,189,9.3,11,1
11/12/2001,171,9.6,11,1
10/12/2001,186,15.4,18,1
9/12/2001,228,12.8,23,1
8/12/2001,226,10.7,24,1
7/12/2001,223,12.2,22,1
6/12/2001,229,12.9,10,1
5/12/2001,255,11.7,13,1
4/12/2001,234,16.3,14,1
3/12/2001,242,11.1,16,1
2/12/2001,241,14.6,18,1
1/12/2001,215,9.2,16,1
30/11/2001,201,12.6,11,1
29/11/2001,191,15.4,15,1
28/11/2001,177,12.6,18,1
27/11/2001,126,12.7,13,1
26/11/2001,139,13.9,14,1
25/11/2001,121,12.5,17,1
24/11/2001,111,15.5,16,1
23/11/2001,133,12.9,20,1
22/11/2001,144,10.7,14,1
21/11/2001,133,12.5,16,1
20/11/2001,144,14.4,16,1
19/11/2001,134,8.7,16,1
18/11/2001,153,9.6,18,1
17/11/2001,141,7.9,16,1
16/11/2001,149,12.6,17,1
15/11/2001,194,10,24,1
14/11/2001,196,10.8,22,1
13/11/2001,196,9.9,14,1
12/11/2001,201,5.4,9,1
11/11/2001,240,14.2,16,1
10/11/2001,247,17.1,22,1
9/11/2001,247,21.5,21,1
8/11/2001,252,17,17,1
7/11/2001,204,18.4,15,1
6/11/2001,232,13.5,12,1
5/11/2001,216,12.9,21,1
4/11/2001,184,13.9,17,1
3/11/2001,166,9.6,17,1
2/11/2001,166,11.4,22,1
1/11/2001,159,12.5,23,1
31/10/2001,144,9.4,20,1
30/10/2001,159,14,21,1
29/10/2001,186,11.6,18,1
28/10/2001,215,12.4,14,1
27/10/2001,221,9.2,20,1
26/10/2001,238,11,24,1
25/10/2001,233,13.4,16,1
24/10/2001,209,11.4,19,1
23/10/2001,221,8.7,17,1
22/10/2001,209,10.1,20,1
21/10/2001,238,11.1,17,1
20/10/2001,247,11.4,21,1
19/10/2001,221,12.7,19,1
18/10/2001,203,13.4,13,1
17/10/2001,195,12.4,21,1
16/10/2001,187,10.1,21,1
15/10/2001,190,9.5,26,1
14/10/2001,178,12.4,22,1
13/10/2001,167,9.7,23,1
12/10/2001,196,10.8,25,1
11/10/2001,175,10.3,24,1
10/10/2001,151,12.2,23,1
9/10/2001,122,10.8,24,1
8/10/2001,119,11.4,17,1
7/10/2001,159,13.3,23,1
6/10/2001,161,10.7,24,1
5/10/2001,176,7.2,21,1
4/10/2001,204,14.9,20,1
3/10/2001,209,9.1,24,1
2/10/2001,223,11.8,20,1
1/10/2001,260,11.6,11,1
30/9/2001,261,19.1,14,1
29/9/2001,251,15.8,17,1
28/9/2001,269,16.5,21,1
27/9/2001,278,12,17,1
26/9/2001,277,11,19,1
25/9/2001,305,10.3,23,1
24/9/2001,316,10.1,21,1
23/9/2001,294,15,17,1
22/9/2001,259,11.4,21,1
21/9/2001,273,10.9,16,1
20/9/2001,289,10.7,14,1
19/9/2001,226,8.5,19,1
18/9/2001,215,14.5,18,1
17/9/2001,177,8,20,1
16/9/2001,191,10.7,19,1
15/9/2001,205,6.1,13,1
14/9/2001,234,11.7,17,1
13/9/2001,237,13.4,16,1
12/9/2001,235,11.9,19,1
11/9/2001,199,9.7,13,1
10/9/2001,237,9.5,14,1
9/9/2001,262,11.1,19,1
8/9/2001,288,18,19,1
7/9/2001,262,16.1,11,1
6/9/2001,223,9.7,17,1
5/9/2001,190,8.3,18,1
4/9/2001,171,10.7,20,1
3/9/2001,190,10.2,14,1
2/9/2001,168,10.3,17,1
1/9/2001,163,13,15,1
31/8/2001,175,17.1,18,1
30/8/2001,150,6.2,16,1
29/8/2001,146,8.7,22,1
28/8/2001,184,11.4,24,1
27/8/2001,170,9.1,23,1
26/8/2001,153,7.1,19,1
25/8/2001,140,7.1,23,1
24/8/2001,176,10.7,23,1
23/8/2001,181,12,23,1
22/8/2001,170,8.5,19,1
21/8/2001,167,7.9,18,1
20/8/2001,153,12,21,1
19/8/2001,152,7.7,24,1
18/8/2001,161,10.3,20,1
17/8/2001,178,10.9,24,1
16/8/2001,193,9.9,20,1
15/8/2001,161,8.5,24,1
14/8/2001,141,6.2,25,1
13/8/2001,138,11.2,20,1
12/8/2001,170,7,19,1
11/8/2001,170,7.9,21,1
10/8/2001,150,6.8,22,1
9/8/2001,158,7.4,23,1
8/8/2001,178,7.8,20,1
7/8/2001,179,8.8,18,1
6/8/2001,182,10,15,1
5/8/2001,198,8.6,23,1
4/8/2001,175,10.2,23,1
3/8/2001,141,8.9,21,1
2/8/2001,123,8,21,1
1/8/2001,94,7,22,1
31/7/2001,78,5.2,21,1
30/7/2001,86,6.2,24,1
29/7/2001,69,6.8,24,1
28/7/2001,95,8.5,19,1
27/7/2001,90,7.3,24,1
26/7/2001,92,5.9,22,1
25/7/2001,119,7.1,23,1
24/7/2001,135,9.9,22,1
23/7/2001,152,8.5,23,1
22/7/2001,150,7.2,22,1
21/7/2001,144,8.9,20,1
20/7/2001,177,9.2,19,1
19/7/2001,183,9.9,21,1
18/7/2001,191,10.3,18,1
17/7/2001,185,8.8,18,1
16/7/2001,170,9.6,19,1
15/7/2001,153,9.2,22,1
14/7/2001,149,12.5,17,1
13/7/2001,167,10.5,23,1
12/7/2001,135,9.5,21,1
11/7/2001,104,7.4,24,1
10/7/2001,105,8.2,21,1
9/7/2001,107,9.9,19,1
8/7/2001,81,5.6,17,1
7/7/2001,71,7.4,17,1
6/7/2001,68,5.4,18,1
5/7/2001,93,6.2,22,1
4/7/2001,107,7.3,23,1
3/7/2001,120,9.2,22,1
2/7/2001,125,10.9,19,1
1/7/2001,111,8.1,21,1
30/6/2001,98,5.4,19,1
29/6/2001,112,6.7,20,1
28/6/2001,135,7.8,21,1
27/6/2001,162,12.9,22,1
26/6/2001,173,9.2,24,1
25/6/2001,198,10.6,22,1
24/6/2001,220,9.8,21,1
23/6/2001,235,11.8,17,1
22/6/2001,229,12.4,21,1
21/6/2001,218,14.9,19,1
20/6/2001,206,11.8,18,1
19/6/2001,214,10.1,20,1
18/6/2001,232,13,19,1
17/6/2001,270,15.3,13,1
16/6/2001,289,10.5,24,1
15/6/2001,282,14.7,19,1
14/6/2001,273,11.2,19,1
13/6/2001,242,10.6,21,1
12/6/2001,259,12.8,19,1
11/6/2001,262,7.6,21,1
10/6/2001,241,9.1,18,1
9/6/2001,254,11.1,18,1
8/6/2001,215,11.4,22,1
7/6/2001,195,12.5,20,1
6/6/2001,180,6.8,16,1
5/6/2001,161,8.2,19,1
4/6/2001,145,11.4,19,1
3/6/2001,150,9.3,20,1
2/6/2001,150,11.4,16,1
1/6/2001,88,6.8,19,1
31/5/2001,101,6.6,17,1
30/5/2001,110,9.9,18,1
29/5/2001,125,7.3,20,1
28/5/2001,151,8.5,18,1
27/5/2001,182,14.4,16,1
26/5/2001,174,10.3,19,1
25/5/2001,165,10.8,23,1
24/5/2001,174,9.1,18,1
23/5/2001,197,11.6,17,1
22/5/2001,178,7.5,17,1
21/5/2001,140,8.2,21,1
20/5/2001,121,7.4,23,1
19/5/2001,125,7.5,20,1
18/5/2001,137,8.8,18,1
17/5/2001,140,7.5,20,1
16/5/2001,146,7.9,20,1
15/5/2001,141,8.6,19,1
14/5/2001,150,6.9,19,1
13/5/2001,125,5.4,22,1
12/5/2001,124,5.7,22,1
11/5/2001,118,6.1,20,1
10/5/2001,88,5,21,1
9/5/2001,93,3.8,20,1
8/5/2001,81,5.1,12,1
7/5/2001,116,9.3,18,1
6/5/2001,135,7,17,1
5/5/2001,174,11.2,19,1
4/5/2001,194,10.5,16,1
3/5/2001,169,8.8,17,1
2/5/2001,174,8.4,16,1
1/5/2001,157,6.3,15,1
30/4/2001,168,7.8,15,1
29/4/2001,170,6.4,18,1
28/4/2001,161,9.8,21,1
27/4/2001,192,13.5,16,1
26/4/2001,179,8.5,21,1
25/4/2001,179,12.3,18,1
24/4/2001,164,10.5,15,1
23/4/2001,159,11.4,19,1
22/4/2001,164,9.8,17,1
21/4/2001,174,7.7,13,1
20/4/2001,129,8.3,21,1
19/4/2001,93,6.2,24,1
18/4/2001,57,6.4,21,1
17/4/2001,42,4.9,20,1
16/4/2001,87,7.2,21,1
15/4/2001,113,6,19,1
14/4/2001,138,9.4,21,1
13/4/2001,147,5.8,23,1
12/4/2001,155,8.2,22,1
11/4/2001,173,11.1,17,1
10/4/2001,171,12.1,19,1
9/4/2001,165,12.5,16,1
8/4/2001,173,7.8,19,1
7/4/2001,150,8.6,23,1
6/4/2001,165,11,15,1
5/4/2001,200,8.7,21,1
4/4/2001,201,9.9,21,1
3/4/2001,254,10.6,20,1
2/4/2001,249,9.9,21,1
1/4/2001,279,14.9,21,1
31/3/2001,300,13.4,20,1
30/3/2001,338,19.8,17,1
29/3/2001,340,26,13,1
28/3/2001,343,28.6,14,1
27/3/2001,352,18.9,17,1
26/3/2001,319,16.2,12,1
25/3/2001,272,10.4,9,1
24/3/2001,218,12.1,15,1
23/3/2001,165,7.9,15,1
22/3/2001,124,7.4,12,1
21/3/2001,129,10.1,17,1
20/3/2001,117,9.2,18,1
19/3/2001,96,7.7,22,1
18/3/2001,89,8.9,12,1
17/3/2001,75,6.8,12,1
16/3/2001,102,7.2,19,1
15/3/2001,110,7.9,20,1
14/3/2001,117,10.4,19,1
13/3/2001,108,6.1,17,1
12/3/2001,139,11.7,20,1
11/3/2001,132,8.5,14,1
10/3/2001,142,5.8,14,1
9/3/2001,115,8,15,1
8/3/2001,92,10.8,14,1
7/3/2001,124,6.5,17,1
6/3/2001,133,7.2,23,1
5/3/2001,152,9.4,16,1
4/3/2001,134,9.3,9,1
3/3/2001,110,7.2,16,1
2/3/2001,77,6.2,16,1
1/3/2001,76,5.6,11,1
28/2/2001,77,5,18,1
27/2/2001,75,4.1,16,1
26/2/2001,87,7,17,1
25/2/2001,84,5.7,19,1
24/2/2001,84,7.3,16,1
23/2/2001,89,8.2,20,1
22/2/2001,122,10.2,14,1
21/2/2001,142,10.2,13,1
20/2/2001,115,6.8,20,1
19/2/2001,113,8.2,18,1
18/2/2001,115,6.7,13,1
17/2/2001,107,9.5,19,1
16/2/2001,110,6.7,21,1
15/2/2001,113,6,23,1
14/2/2001,103,5.5,21,1
13/2/2001,107,6.6,17,1
12/2/2001,107,9.2,14,1
11/2/2001,151,10.4,14,1
10/2/2001,158,8.7,13,1
9/2/2001,172,9.3,19,1
8/2/2001,167,10.2,19,1
7/2/2001,167,11.5,14,1
6/2/2001,166,7.1,11,1
5/2/2001,158,9.5,12,1
4/2/2001,137,8.1,7,1
3/2/2001,139,10.6,16,1
2/2/2001,118,7.3,12,1
1/2/2001,118,7.9,17,1
31/1/2001,128,4.5,9,1
30/1/2001,104,12.1,11,1
29/1/2001,134,14.1,12,1
28/1/2001,152,11.9,17,1
27/1/2001,145,9,13,1
26/1/2001,125,8.4,11,1
25/1/2001,158,7,10,1
24/1/2001,176,11.9,13,1
23/1/2001,167,11.2,15,1
22/1/2001,139,6.2,11,1
21/1/2001,121,6.5,15,1
20/1/2001,91,5.9,13,1
19/1/2001,109,7,17,1
18/1/2001,90,4.6,15,1
17/1/2001,88,5.7,21,1
16/1/2001,112,8.8,19,1
15/1/2001,137,11.4,20,1
14/1/2001,149,9.5,16,1
13/1/2001,166,13.3,15,1
12/1/2001,175,7.8,20,1
11/1/2001,172,6.6,12,1
10/1/2001,151,9.2,12,1
9/1/2001,172,18.8,10,1
8/1/2001,157,7,15,1
7/1/2001,195,8.4,10,1
6/1/2001,194,7.5,14,1
5/1/2001,164,11.6,9,1
4/1/2001,146,8.5,12,1
3/1/2001,131,6,19,1
2/1/2001,140,6.5,20,1
1/1/2001,133,7.8,11,1
31/12/2000,119,10.1,11,1
30/12/2000,152,10.6,11,1
29/12/2000,151,11.7,15,1
28/12/2000,162,7,13,1
27/12/2000,162,5.2,8,1
26/12/2000,166,3.6,8,1
25/12/2000,148,6.1,7,1
24/12/2000,158,10.2,14,1
23/12/2000,140,9.2,15,1
22/12/2000,147,10.8,19,1
21/12/2000,159,9.1,17,1
20/12/2000,174,10.1,11,1
19/12/2000,162,8.4,12,1
18/12/2000,190,7.1,9,1
17/12/2000,207,11.8,17,1
16/12/2000,199,9.3,14,1
15/12/2000,210,10.6,11,1
14/12/2000,185,14.7,9,1
13/12/2000,157,10,14,1
12/12/2000,122,5.1,8,1
11/12/2000,99,7.7,16,1
10/12/2000,85,5.7,11,1
9/12/2000,80,4.1,16,1
8/12/2000,78,4.6,18,1
7/12/2000,93,6.5,12,1
6/12/2000,78,6.4,10,1
5/12/2000,89,3.3,10,1
4/12/2000,99,7.6,13,1
3/12/2000,162,9.2,14,1
2/12/2000,150,8.9,16,1
1/12/2000,159,6.4,12,1
30/11/2000,204,11.6,16,1
29/11/2000,182,9.9,17,1
28/11/2000,157,13.3,11,1
27/11/2000,124,8.9,15,1
26/11/2000,87,7.6,13,1
25/11/2000,109,6.9,14,1
24/11/2000,145,8,16,1
23/11/2000,135,8.6,12,1
22/11/2000,167,7.9,15,1
21/11/2000,178,10.5,9,1
20/11/2000,163,10.2,13,1
19/11/2000,185,9.1,12,1
18/11/2000,172,7.7,15,1
17/11/2000,139,11.6,14,1
16/11/2000,141,3.9,10,1
15/11/2000,145,7.9,12,1
14/11/2000,124,7.5,10,1
13/11/2000,104,4.4,12,1
12/11/2000,107,4.2,7,1
11/11/2000,133,6.9,15,1
10/11/2000,149,7.4,13,1
9/11/2000,141,6.3,12,1
8/11/2000,188,5.7,11,1
7/11/2000,181,6.7,9,1
6/11/2000,160,8.3,11,1
5/11/2000,197,9.1,18,1
4/11/2000,192,10.4,16,1
3/11/2000,209,9.7,13,1
2/11/2000,218,11.8,11,1
1/11/2000,207,13.3,8,1
31/10/2000,158,5.5,11,1
30/10/2000,154,8.8,11,1
29/10/2000,161,6.1,16,1
28/10/2000,151,6.3,12,1
27/10/2000,114,8.5,15,1
26/10/2000,104,6.4,17,1
25/10/2000,125,6.6,8,1
24/10/2000,117,5,16,1
23/10/2000,121,5.4,18,1
22/10/2000,127,9.5,16,1
21/10/2000,138,12.7,18,1
20/10/2000,134,7.6,11,1
19/10/2000,128,8,19,1
18/10/2000,135,4.9,10,1
17/10/2000,138,4.5,19,1
16/10/2000,131,5.3,19,1
15/10/2000,118,8,15,1
14/10/2000,148,9.2,20,1
13/10/2000,173,10.7,18,1
12/10/2000,174,7.3,17,1
11/10/2000,117,7.3,19,1
10/10/2000,81,4.7,15,1
9/10/2000,101,5.1,15,1
8/10/2000,103,8.6,11,1
7/10/2000,94,5.3,17,1
6/10/2000,138,7,19,1
5/10/2000,183,10,14,1
4/10/2000,214,11,15,1
3/10/2000,227,11.9,19,1
2/10/2000,218,10.5,15,1
1/10/2000,164,6.6,18,1
30/9/2000,142,6.7,15,1
29/9/2000,169,6.4,15,1
28/9/2000,202,7.4,16,1
27/9/2000,230,11.5,21,1
26/9/2000,229,11.6,20,1
25/9/2000,218,9.8,19,1
24/9/2000,232,24.8,21,1
23/9/2000,227,22,16,1
22/9/2000,202,18.4,18,1
21/9/2000,195,15,20,1
20/9/2000,176,10.8,19,1
19/9/2000,172,11.3,21,1
18/9/2000,159,11.5,20,1
17/9/2000,154,8.1,14,1
16/9/2000,121,8.2,13,1
15/9/2000,109,6.2,20,1
14/9/2000,85,7,21,1
13/9/2000,78,10.6,20,1
12/9/2000,50,7.2,20,1
11/9/2000,37,8.9,22,1
10/9/2000,60,7.6,22,1
9/9/2000,90,6.6,20,1
8/9/2000,121,6.7,17,1
7/9/2000,156,7.6,17,1
6/9/2000,162,5.5,16,1
5/9/2000,162,10.7,18,1
4/9/2000,191,10.3,19,1
3/9/2000,182,9.6,20,1
2/9/2000,168,8.7,17,1
1/9/2000,202,8.1,21,1
31/8/2000,217,9.1,19,1
30/8/2000,199,7.6,21,1
29/8/2000,191,6.7,20,1
28/8/2000,183,6.9,19,1
27/8/2000,156,5.6,17,1
26/8/2000,109,4.9,20,1
25/8/2000,112,5.8,21,1
24/8/2000,106,7.3,20,1
23/8/2000,93,4.6,21,1
22/8/2000,93,5.2,23,1
21/8/2000,106,7.1,19,1
20/8/2000,147,7.7,19,1
19/8/2000,184,10.2,19,1
18/8/2000,194,9.6,19,1
17/8/2000,210,14.4,23,1
16/8/2000,246,13.7,20,1
15/8/2000,253,11.3,19,1
14/8/2000,282,12.9,24,1
13/8/2000,243,10.7,20,1
12/8/2000,235,12.2,22,1
11/8/2000,228,13.1,20,1
10/8/2000,213,10,16,1
9/8/2000,177,7.2,23,1
8/8/2000,194,10.9,21,1
7/8/2000,227,8.6,20,1
6/8/2000,198,7.1,21,1
5/8/2000,199,10.8,18,1
4/8/2000,152,8.6,20,1
3/8/2000,148,9.3,20,1
2/8/2000,152,10.1,20,1
1/8/2000,147,7.9,22,1
31/7/2000,134,8.7,20,1
30/7/2000,161,4.9,18,1
29/7/2000,162,5.9,15,1
28/7/2000,172,10,13,1
27/7/2000,181,7.1,13,1
26/7/2000,191,8.6,14,1
25/7/2000,254,9.4,9,1
24/7/2000,246,8.5,16,1
23/7/2000,286,15.9,20,1
22/7/2000,310,15,19,1
21/7/2000,332,13.5,17,1
20/7/2000,346,21.4,20,1
19/7/2000,353,10.2,18,1
18/7/2000,327,10.2,18,1
17/7/2000,322,10.2,14,1
16/7/2000,283,16.2,13,1
15/7/2000,213,8,13,1
14/7/2000,236,16.4,16,1
13/7/2000,279,11.7,13,1
12/7/2000,267,9,20,1
11/7/2000,290,14.6,14,1
10/7/2000,309,13.6,20,1
9/7/2000,257,11.5,15,1
8/7/2000,254,13.2,15,1
7/7/2000,254,21.7,13,1
6/7/2000,221,11.1,21,1
5/7/2000,182,11.1,16,1
4/7/2000,164,5.6,18,1
3/7/2000,178,10.1,19,1
2/7/2000,202,8.1,19,1
1/7/2000,208,9.2,18,1
30/6/2000,172,8.4,19,1
29/6/2000,164,7.7,16,1
28/6/2000,173,6.8,19,1
27/6/2000,208,8.2,18,1
26/6/2000,194,7.5,19,1
25/6/2000,167,5.5,14,1
24/6/2000,179,10.4,10,1
23/6/2000,187,8.2,17,1
22/6/2000,191,10.3,19,1
21/6/2000,221,9.4,18,1
20/6/2000,239,9,21,1
19/6/2000,218,11.8,21,1
18/6/2000,221,9.8,20,1
17/6/2000,209,11,15,1
16/6/2000,214,8.6,18,1
15/6/2000,238,10.1,19,1
14/6/2000,257,9.7,16,1
13/6/2000,235,8.3,17,1
12/6/2000,221,7.5,18,1
11/6/2000,227,11,16,1
10/6/2000,179,9.4,14,1
9/6/2000,184,8.9,18,1
8/6/2000,181,5.9,19,1
7/6/2000,158,10.1,20,1
6/6/2000,149,6.4,17,1
5/6/2000,143,6.5,17,1
4/6/2000,152,13.2,21,1
3/6/2000,113,7.2,16,1
2/6/2000,119,5.4,21,1
1/6/2000,128,6.3,19,1
31/5/2000,91,7.9,15,1
30/5/2000,127,8,15,1
29/5/2000,160,8.6,18,1
28/5/2000,169,10.3,17,1
27/5/2000,145,9,16,1
26/5/2000,160,8.7,17,1
25/5/2000,157,9.9,17,1
24/5/2000,183,9.9,17,1
23/5/2000,180,11.3,16,1
22/5/2000,195,15.3,16,1
21/5/2000,222,11,15,1
20/5/2000,246,14,15,1
19/5/2000,228,11.8,15,1
18/5/2000,220,13.1,21,1
17/5/2000,232,13.8,16,1
16/5/2000,258,11.8,21,1
15/5/2000,280,8.1,20,1
14/5/2000,263,12.8,20,1
13/5/2000,220,10.6,17,1
12/5/2000,181,11.9,16,1
11/5/2000,181,11.5,18,1
10/5/2000,164,6.2,18,1
9/5/2000,135,12.3,22,1
8/5/2000,87,8.9,22,1
7/5/2000,71,9.4,19,1
6/5/2000,57,8.2,18,1
5/5/2000,97,9.1,22,1
4/5/2000,97,5.4,22,1
3/5/2000,104,4.4,15,1
2/5/2000,109,6.4,15,1
1/5/2000,124,3.9,20,1
30/4/2000,153,8.5,17,1
29/4/2000,153,8.9,17,1
28/4/2000,189,13.4,19,1
27/4/2000,180,10.5,20,1
26/4/2000,208,10.7,18,1
25/4/2000,230,18.5,19,1
24/4/2000,244,14.6,22,1
23/4/2000,259,9.5,17,1
22/4/2000,221,7.4,20,1
21/4/2000,195,7.7,19,1
20/4/2000,185,10.4,14,1
19/4/2000,157,8,19,1
18/4/2000,143,5.3,19,1
17/4/2000,168,6.8,17,1
16/4/2000,150,6.6,21,1
15/4/2000,160,10.1,16,1
14/4/2000,174,7,21,1
13/4/2000,180,6.6,16,1
12/4/2000,172,5.3,16,1
11/4/2000,146,7.7,15,1
10/4/2000,156,6.9,15,1
9/4/2000,165,11.3,20,1
8/4/2000,153,8.8,22,1
7/4/2000,143,7.5,21,1
6/4/2000,165,7.6,20,1
5/4/2000,197,16.5,10,1
4/4/2000,250,15.6,15,1
3/4/2000,270,10.3,16,1
2/4/2000,294,17,15,1
1/4/2000,285,8.7,13,1
31/3/2000,258,11.2,12,1
30/3/2000,233,12.9,11,1
29/3/2000,233,18.9,10,1
28/3/2000,266,12.1,7,1
27/3/2000,244,14.2,13,1
26/3/2000,267,13.8,17,1
25/3/2000,291,6.8,14,1
24/3/2000,295,11.2,16,1
23/3/2000,286,11.8,21,1
22/3/2000,245,8.7,20,1
21/3/2000,233,10.9,17,1
20/3/2000,236,11.1,21,1
19/3/2000,198,10.4,17,1
18/3/2000,159,9.2,14,1
17/3/2000,149,8.5,15,1
16/3/2000,157,9,11,1
15/3/2000,162,7.8,21,1
14/3/2000,181,17.7,11,1
